@relation 'AT: adult.data-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R108-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R6-88'

@attribute '-0.424relationship= Husband-0.423marital-status= Married-civ-spouse+0.322marital-status= Never-married+0.271sex+0.232relationship= Own-child...' numeric
@attribute '0.473education-num+0.286occupation= Prof-specialty+0.239education= Bachelors-0.203native-country= Mexico-0.189education= HS-grad...' numeric
@attribute '0.453native-country= United-States-0.424race= Asian-Pac-Islander+0.392race= White-0.222native-country= Philippines-0.171race= Black...' numeric
@attribute '0.551occupation= ?+0.55 workclass= ?-0.419workclass= Private+0.199age+0.152marital-status= Widowed...' numeric
@attribute '-0.356marital-status= Divorced+0.351relationship= Own-child-0.343relationship= Unmarried+0.331marital-status= Never-married-0.32age...' numeric
@attribute class {' <=50K',' >50K'}

@data
-0.830359,1.088739,0.623436,0.471478,-2.024728,' <=50K'
-1.521255,-0.489853,0.779756,-0.564516,0.489996,' >50K'
-0.712825,-6.405375,-2.366131,-0.604198,-0.15334,' <=50K'
-0.955081,-1.935317,-1.838672,-0.917613,-0.015195,' <=50K'
-1.366146,-1.092004,0.917738,-0.451563,-0.613296,' <=50K'
-1.367848,-1.926578,0.933114,-0.692205,-0.156278,' <=50K'
-2.028999,0.517784,0.582693,-1.138202,1.064061,' <=50K'
1.741971,-2.586183,-3.133837,5.29991,1.169562,' <=50K'
-1.889035,-1.855719,1.106303,-0.26736,-0.501793,' <=50K'
-3.131512,2.179857,-0.581563,-0.8045,0.844387,' >50K'
0.766339,1.091257,0.991915,-0.991296,-0.95788,' <=50K'
-1.730479,-1.878803,1.187281,-0.49987,-0.104724,' <=50K'
2.00637,1.400188,0.866985,-0.511097,-1.668164,' <=50K'
-0.071965,-0.17336,0.416345,0.265704,-1.635429,' >50K'
-3.012659,0.224489,0.375168,0.622195,0.287531,' >50K'
2.13396,0.448398,1.020494,4.738925,4.112119,' <=50K'
1.669823,1.061433,1.088981,-1.054225,2.544199,' <=50K'
2.187835,1.185817,-1.207365,-0.873713,-0.122691,' <=50K'
-3.117793,0.799531,0.392358,-0.263915,0.895868,' >50K'
1.651817,-0.001519,1.104691,-1.238342,0.76029,' <=50K'
-0.855301,0.037534,-0.258433,0.1912,-0.172542,' <=50K'
2.505892,-2.803237,-0.903612,-1.480246,1.784149,' <=50K'
-1.517643,0.270143,0.632002,-0.582424,-0.140582,' <=50K'
-0.6553,-1.942886,0.463873,6.54895,1.63071,' <=50K'
3.68054,-0.874344,1.363207,-0.657275,1.978619,' <=50K'
-1.832532,-2.525907,0.614576,1.766985,-0.396681,' <=50K'
1.83786,-0.205027,1.373442,-1.279742,0.763861,' <=50K'
-1.753213,-0.889219,-2.108512,-1.100901,0.301152,' <=50K'
0.127851,-0.607652,0.392929,0.163982,-1.253333,' <=50K'
-2.016806,-1.337761,0.967277,-0.370105,-0.484485,' <=50K'
1.002317,-0.001501,0.995104,-0.372621,-2.298286,' >50K'
1.573139,-0.037064,1.225519,-0.2682,-1.022349,' <=50K'
-2.300891,-0.437417,0.434576,1.28959,-0.553,' >50K'
-2.684333,1.621103,-0.166833,-0.933538,0.689247,' <=50K'
1.736533,-1.19672,1.168767,-0.666746,0.343706,' <=50K'
-0.139603,4.486014,-0.997961,-0.025129,0.30177,' >50K'
-2.390614,0.33694,0.200925,-0.38757,-0.074181,' <=50K'
1.36055,0.30787,0.74216,-0.171275,-2.340559,' <=50K'
2.826464,0.049747,-1.111431,-0.042339,-2.86008,' <=50K'
0.253738,-1.152147,-5.586739,-1.054068,0.613465,' <=50K'
-2.62515,1.374116,-0.046419,0.622838,0.619374,' >50K'
1.127662,1.006528,0.9287,-0.089528,0.962521,' <=50K'
-4.463044,2.657821,-0.884689,0.308675,0.643489,' >50K'
-1.585007,-0.683864,0.973263,-0.737362,0.685862,' >50K'
0.766015,1.378399,-2.094154,-0.64854,-2.667639,' <=50K'
2.527806,-0.206383,-0.760235,0.370651,0.460745,' <=50K'
-3.306186,1.123066,-0.077994,-0.175873,-0.50386,' >50K'
-3.020825,0.908387,0.145413,-1.084299,0.38302,' >50K'
-0.263492,3.643418,-0.283569,0.283683,0.021994,' <=50K'
2.457333,0.810115,1.304314,-1.105722,1.962575,' <=50K'
1.153429,-0.536771,1.466855,-0.993643,0.161202,' <=50K'
-2.545025,-1.313239,0.820521,0.45833,0.198252,' >50K'
2.949671,-0.345254,0.893089,5.209723,3.623454,' <=50K'
2.359987,-1.424524,1.712723,-1.011342,2.475297,' <=50K'
1.896977,1.420562,0.710521,0.468167,-0.809659,' <=50K'
-1.355831,-1.857753,1.112058,-0.594617,0.138017,' <=50K'
1.0743,0.731873,0.230216,-1.787509,1.826603,' <=50K'
-2.974837,1.890021,-0.329442,-0.770168,0.94544,' >50K'
-2.484133,-1.875255,-1.73136,0.700547,-0.196966,' >50K'
0.304203,0.16693,0.548813,-0.220741,0.293486,' <=50K'
2.17451,-0.661883,1.321404,-0.793651,0.619508,' <=50K'
-1.313274,-3.049479,0.809663,-0.117532,-0.191394,' <=50K'
-2.746516,-0.158212,0.525621,0.563291,0.409854,' <=50K'
-1.80857,-0.337743,-1.181013,0.909486,-0.858601,' >50K'
-1.995935,-0.699513,0.843952,-0.575716,0.21756,' <=50K'
1.253377,-0.532352,1.507786,-1.10609,0.318744,' <=50K'
2.902891,0.305164,1.191934,-0.969096,1.746808,' <=50K'
-2.809434,0.815593,0.272432,-1.100225,0.435148,' <=50K'
1.570229,0.986284,-3.119932,-1.628204,1.82597,' <=50K'
-2.727854,2.17832,-0.413114,-0.065926,1.096844,' >50K'
3.269563,-0.337049,-0.386174,-0.978015,1.67094,' <=50K'
-1.189205,1.6331,-0.227439,-0.376218,-0.361707,' >50K'
2.658286,1.003853,1.260554,-0.814191,1.623763,' <=50K'
-1.339266,0.22731,0.662174,-0.74119,0.086119,' >50K'
-1.14725,-1.070643,0.596595,5.326298,1.841552,' <=50K'
0.734095,0.14606,1.10703,-0.632934,-1.121716,' <=50K'
1.380383,1.748506,0.929355,-1.406982,0.238845,' <=50K'
2.189526,0.320727,0.980243,-0.892804,-0.234623,' <=50K'
-2.436071,-1.523898,1.021044,0.831643,-0.12108,' <=50K'
-2.209117,0.404501,0.487006,-1.205751,0.864055,' <=50K'
1.911773,1.849904,-1.133136,-0.403327,-2.47641,' <=50K'
-3.198897,2.122674,-3.238208,-0.168721,1.016187,' >50K'
-2.890519,-1.48468,1.004926,0.662789,-0.426476,' <=50K'
0.173632,0.738913,0.354029,-0.227053,-0.669352,' <=50K'
2.12423,0.247628,1.65202,-1.014446,2.619147,' <=50K'
-1.498953,-1.334111,-2.50381,-0.638704,0.812151,' >50K'
-3.025941,-1.254287,0.760047,0.97284,-0.543241,' <=50K'
2.333539,0.553514,1.406347,-1.030095,1.921679,' <=50K'
2.886144,-2.205093,-0.987244,-1.556499,2.704074,' <=50K'
0.881169,2.216849,0.317742,-0.816161,-0.100246,' >50K'
0.829506,0.014807,0.361439,-0.566724,0.388234,' <=50K'
2.766043,-0.656639,-0.659183,-0.201391,-1.779107,' <=50K'
-0.480822,-0.976356,0.837927,-0.552348,0.884867,' <=50K'
2.245428,-0.274613,0.381804,0.895487,-3.125915,' <=50K'
-2.109405,-2.102364,0.968886,0.0315,-0.055709,' <=50K'
1.752167,1.424446,0.408683,5.483916,0.241383,' <=50K'
1.687229,-0.066218,-2.175474,0.864505,-2.699016,' <=50K'
2.257204,0.559585,1.052096,-0.731233,-0.709741,' <=50K'
1.709765,0.641161,-7.950177,-2.369039,2.502152,' <=50K'
1.686265,-1.076227,1.740164,-1.097276,1.684036,' <=50K'
0.923082,0.33609,0.565067,5.40501,-0.199633,' >50K'
-2.014291,-1.889266,1.099681,-0.400002,-0.420991,' <=50K'
1.218415,1.193527,0.840248,-1.772817,1.53988,' <=50K'
1.019285,0.156879,-1.637075,1.812176,-2.575271,' <=50K'
0.467923,-0.389008,1.307334,-0.902281,-1.699312,' <=50K'
1.52941,0.151674,-2.188468,-0.87313,-1.157724,' <=50K'
2.199185,-1.82755,-0.495838,6.554743,-1.208854,' <=50K'
2.596081,-0.232593,0.716787,-0.618148,-1.06466,' <=50K'
-0.208736,3.167368,-3.986561,0.521625,-1.887758,' <=50K'
2.097613,0.05804,-4.752164,-1.629002,0.518483,' <=50K'
-3.111033,1.076446,0.16309,0.464921,0.500084,' >50K'
2.377207,-1.427591,-1.854951,-0.603593,-2.041899,' <=50K'
0.248394,2.326516,0.318293,0.01458,0.085509,' <=50K'
-0.576695,2.850682,-0.664658,1.947717,-2.261732,' <=50K'
2.883466,-1.371487,1.859546,-0.872743,2.887323,' <=50K'
0.292714,2.863369,-0.367142,2.150443,-2.563746,' <=50K'
1.555065,-0.084521,1.054344,-1.042636,0.14888,' <=50K'
-1.931472,-0.284548,0.541009,0.909722,0.164268,' <=50K'
-2.068551,-0.448419,0.842813,-0.443907,0.424032,' >50K'
0.581937,1.086999,0.792412,-1.700416,1.028782,' <=50K'
-2.592921,2.225602,-0.362166,0.066108,1.165702,' >50K'
1.976736,-0.428679,-0.055856,-0.312133,-1.834968,' <=50K'
2.405798,-1.273094,0.038306,-0.993013,1.042977,' <=50K'
2.482218,-0.938806,-0.41117,-1.076819,-0.107011,' <=50K'
2.767301,-0.787851,1.483872,-0.838008,1.792214,' <=50K'
-2.761157,1.381319,0.019591,-1.22652,0.786814,' <=50K'
-1.505602,0.285018,-1.328838,1.006129,-0.460619,' >50K'
1.733335,1.43339,0.796934,-0.269616,-2.03318,' <=50K'
2.087802,-0.346297,-0.500747,-1.078641,0.237374,' <=50K'
-0.864967,-5.612897,-1.577106,-0.276947,-0.264878,' >50K'
-1.569862,0.401634,0.449909,0.724453,-0.071034,' >50K'
-0.273711,-1.387561,-0.767633,-0.356778,-0.976603,' <=50K'
-0.222973,2.922597,0.121771,0.450921,-1.520198,' <=50K'
0.802327,2.574554,-0.120301,5.105979,0.114023,' <=50K'
-1.329199,2.627341,-0.557995,-0.464358,-0.080925,' <=50K'
-3.050127,3.048801,-1.033434,1.037483,0.835744,' >50K'
2.547094,0.347016,-0.883637,-0.211241,-2.309788,' <=50K'
-1.168982,-1.284263,0.890699,-0.797209,0.616008,' <=50K'
-1.856431,0.358817,-1.583778,0.391395,-0.105451,' <=50K'
-1.708542,-0.417428,0.783651,-0.520695,0.340746,' <=50K'
-2.256315,1.421203,-0.048034,0.346662,0.591022,' <=50K'
0.705347,-6.372659,-2.478273,-0.923593,0.461072,' <=50K'
0.690618,0.293803,1.200948,-0.587725,-1.100541,' <=50K'
-0.148461,3.787374,-0.256781,0.063113,-0.286176,' >50K'
-1.354128,1.617795,-0.686636,-0.919026,0.695354,' >50K'
0.743786,0.34493,1.298221,0.080699,0.474525,' <=50K'
0.697394,3.375013,-0.153229,-1.270213,0.664221,' <=50K'
2.064455,-1.453539,-1.03983,4.537396,3.847499,' <=50K'
-2.78307,0.716518,0.177838,-0.879736,0.270044,' >50K'
0.89834,2.779634,0.078688,0.501698,0.131238,' <=50K'
1.529755,1.479075,0.288452,1.187961,-3.260082,' <=50K'
2.852327,-0.479739,1.651028,-0.930921,2.135887,' <=50K'
-0.821893,0.050266,-1.44573,-0.735338,0.05144,' >50K'
0.313944,-0.305269,1.315782,-0.763014,-1.868972,' <=50K'
-1.439165,0.281212,0.157433,1.264747,-0.970156,' >50K'
3.290125,-0.489354,1.709714,-0.620667,2.333897,' <=50K'
-1.432038,-1.202322,-0.92653,1.074134,-1.185011,' <=50K'
-1.728582,-1.908225,1.166237,-0.502932,-0.118438,' >50K'
2.48975,0.794236,-0.375913,-0.612323,-0.019516,' <=50K'
-1.731828,-2.010307,-2.457364,-0.447295,-0.091205,' <=50K'
-2.327931,-2.89806,0.375716,1.523035,-0.844496,' >50K'
1.000932,1.645928,-1.32574,-1.562307,0.101912,' >50K'
1.023277,1.730672,0.638814,-0.618613,-1.840526,' <=50K'
-2.198806,-0.543201,-1.648751,-1.534567,1.109207,' <=50K'
-2.775315,1.319589,-0.061489,-0.968654,0.585581,' <=50K'
1.659693,-1.366082,1.487215,-0.725276,0.552903,' <=50K'
-1.095987,-1.224005,1.043642,-0.811736,1.055623,' <=50K'
1.422747,-2.253001,-0.412136,6.069629,-0.786578,' <=50K'
1.238061,-0.237907,-1.002497,0.059627,-1.95119,' <=50K'
-0.330761,-1.360046,-0.828388,0.191362,-1.335387,' <=50K'
2.213691,-2.10197,-0.47702,1.16972,-1.119911,' <=50K'
2.435024,-0.120224,1.57038,-1.132361,1.489324,' <=50K'
2.801109,-0.197255,-0.94549,6.811361,-0.832977,' <=50K'
-3.1097,-1.542362,0.746093,1.395705,-0.842592,' <=50K'
1.627652,0.184305,-2.042823,0.5742,-3.06456,' <=50K'
1.338293,0.721638,0.761002,0.0626,-3.184103,' <=50K'
2.163964,-1.574651,-0.771034,-0.279043,-1.487856,' <=50K'
2.235069,0.057632,-0.885466,0.038183,-3.49274,' <=50K'
1.837226,0.876997,1.126151,-1.06615,0.562013,' <=50K'
2.079635,-1.022226,-1.756323,-0.573797,-1.155969,' <=50K'
-0.258564,3.225378,-0.066865,-1.489492,1.192672,' >50K'
-1.723204,-0.730291,0.277984,0.951985,-0.647782,' <=50K'
1.877911,2.190376,0.505527,0.48972,-0.124161,' <=50K'
-2.833312,0.475202,-2.395302,-1.602517,1.097324,' >50K'
-3.564798,2.049709,-0.244009,0.192295,0.016454,' >50K'
1.552612,-0.944584,1.763203,-1.005675,1.455867,' <=50K'
-2.369131,1.162285,-0.08284,-0.960485,0.848056,' >50K'
-0.108751,-0.416857,0.25776,1.499017,-0.979171,' <=50K'
-2.245923,0.99359,0.19205,0.471025,0.625908,' <=50K'
2.50798,0.458335,1.096035,4.907464,4.349018,' <=50K'
0.384632,0.421273,1.090245,-0.613351,-1.103706,' <=50K'
-1.298957,-1.916541,-1.905277,-0.645682,-0.348693,' <=50K'
-1.56918,-1.151889,0.794073,-0.201496,-0.975903,' >50K'
2.506292,0.055492,0.975869,-0.730547,-0.385485,' <=50K'
-2.450495,0.40224,0.4775,-1.052092,0.224224,' >50K'
-1.213902,-1.876225,-1.830766,-0.842683,-0.133293,' <=50K'
-1.650331,2.812284,-0.793148,-0.278058,0.085503,' >50K'
0.422972,1.295305,-1.85501,-0.267102,-1.118896,' <=50K'
2.563228,-0.394059,-1.794126,2.92616,-4.204404,' <=50K'
1.768178,1.37673,1.11485,0.175898,1.788803,' <=50K'
1.140384,0.026245,1.14738,-0.385532,0.174957,' <=50K'
-1.885709,-3.246315,-6.852298,0.012762,1.466144,' >50K'
2.839121,-0.319959,1.334603,-0.923852,1.109402,' <=50K'
2.276557,-0.185852,0.576575,-0.293706,-1.896959,' <=50K'
0.654772,1.477655,0.3668,0.290192,-2.281342,' <=50K'
0.695362,-1.975038,1.045055,0.374142,-2.324601,' <=50K'
0.845363,2.697869,0.258488,-0.840402,0.104673,' <=50K'
-1.997791,-1.277448,1.055123,-0.681978,-0.247821,' <=50K'
3.259035,-1.238083,1.523381,-0.706271,2.492822,' <=50K'
-1.888989,-0.636725,0.845185,-0.316469,0.219791,' <=50K'
-1.033027,-2.414901,1.234689,-0.552964,0.837033,' <=50K'
-2.44212,-0.454017,-7.330805,-0.713946,1.719512,' >50K'
2.483471,-0.258058,-1.106988,4.662172,4.844908,' <=50K'
-2.363912,-0.958283,0.761894,-0.041531,-0.839909,' >50K'
0.971834,2.955151,0.097783,-1.308191,0.624701,' <=50K'
-0.299634,-0.965296,0.753938,-0.101612,-0.820174,' >50K'
-2.297057,-0.984201,0.765927,-0.101503,-0.760434,' >50K'
2.977715,-1.982611,1.234905,-0.570464,1.739842,' <=50K'
-4.449649,0.776747,0.08286,0.418393,-0.2144,' <=50K'
0.289106,3.331406,0.019542,-0.007975,2.140439,' <=50K'
1.475655,0.959817,0.899646,-0.439067,-0.596951,' <=50K'
-0.455168,-2.249538,-0.686174,-0.534573,-0.430628,' <=50K'
-1.890228,-1.152104,0.982746,-0.428526,0.369092,' >50K'
1.589832,1.320232,0.871751,-0.799317,0.194135,' <=50K'
2.37625,0.805555,1.272875,-1.034693,1.84615,' <=50K'
0.018938,-0.319469,0.376196,-0.466378,-0.200696,' >50K'
1.657624,2.480011,-2.05266,-1.485303,1.319891,' <=50K'
-2.265196,-0.275427,0.664899,0.809154,0.229956,' >50K'
1.999592,1.360741,-1.197855,-0.394217,-2.950368,' <=50K'
0.170715,3.107514,-0.168865,-0.543813,-1.733701,' <=50K'
2.059772,-1.011373,1.712178,-1.313119,2.02305,' <=50K'
-3.091004,1.549125,-0.325681,0.470167,0.075502,' >50K'
-3.289852,1.840085,-0.414055,-0.99245,0.769151,' >50K'
1.108397,0.523673,0.757659,-0.443839,-1.544966,' <=50K'
1.209315,2.336197,0.41031,-1.435508,0.644775,' <=50K'
-1.459398,-4.81542,-1.581176,-0.221276,-0.326379,' <=50K'
-2.434286,1.253972,-0.022451,-1.023064,0.881071,' <=50K'
1.226446,1.35452,0.602454,-0.467336,-1.87548,' <=50K'
-0.013906,2.719281,0.190089,-0.02857,0.739242,' <=50K'
1.77738,0.184061,1.561654,-1.333577,2.464047,' <=50K'
2.338221,1.854498,-1.464875,-1.012237,-0.700733,' <=50K'
-1.80127,-1.883539,1.042619,0.250254,-0.74677,' <=50K'
-0.32238,2.966264,0.214798,-0.079847,-1.140842,' <=50K'
-0.154794,1.107785,-6.877997,4.707368,2.668861,' <=50K'
1.550258,-1.058078,1.721781,-1.101087,1.576599,' <=50K'
0.213001,0.192845,1.165082,-1.0962,-1.835862,' <=50K'
-2.001924,0.746163,0.26144,-0.733796,0.117593,' >50K'
3.295231,0.567213,-2.574116,-1.137207,1.163676,' <=50K'
-1.662961,-1.878744,1.182923,-0.591273,-0.12358,' >50K'
-1.845463,-1.354297,0.954197,-0.37362,-0.314232,' >50K'
1.24946,-1.150162,-7.37454,-1.260825,1.214951,' <=50K'
1.702295,0.730313,0.893439,-0.256827,-2.668007,' <=50K'
1.144386,1.502224,0.890912,-1.468253,0.729679,' <=50K'
1.214892,2.514848,0.311822,-0.734295,-0.02996,' <=50K'
-1.378046,0.182604,0.615771,-0.709234,0.006763,' >50K'
-2.896811,-0.518651,0.666146,0.838761,0.505983,' >50K'
0.850972,1.808201,0.842421,-1.603051,1.264784,' <=50K'
-2.200548,0.992518,-7.906574,-1.397773,2.941512,' >50K'
4.07337,0.243384,-0.931335,4.918106,3.43026,' <=50K'
0.715983,3.202427,-1.869981,0.52264,-1.765747,' >50K'
2.228838,0.146717,1.598488,-0.98697,2.636411,' <=50K'
1.628309,0.009046,1.104344,-1.217185,0.733152,' <=50K'
-2.833351,-0.37013,0.615226,1.194466,-0.216225,' <=50K'
1.634703,-6.203776,-2.897563,-0.98712,-0.006798,' <=50K'
2.137526,1.104444,0.908643,-1.076718,0.529012,' <=50K'
1.786511,-0.047761,0.486297,0.955513,-2.911103,' <=50K'
-2.584997,-0.729631,0.721316,0.784958,-0.228909,' <=50K'
-2.248295,-0.987094,0.986261,-0.526145,0.314544,' <=50K'
0.648812,-0.391743,1.278876,-0.596724,-1.854455,' <=50K'
2.094826,0.22938,1.069171,-0.690755,0.356906,' <=50K'
-3.377466,0.490955,0.091488,1.36512,-0.244657,' <=50K'
-2.995075,-1.514274,0.802643,1.436835,-0.757561,' <=50K'
3.624384,0.820497,-0.870858,5.162796,2.960827,' <=50K'
-0.99298,1.290825,-0.111467,-0.106761,-0.268267,' >50K'
-2.242372,-1.66559,0.814147,0.814858,-0.205977,' <=50K'
0.327241,-0.491911,1.200053,-0.569773,-0.914655,' <=50K'
1.755597,-0.114214,-0.444596,-0.775737,-0.100042,' <=50K'
1.265089,1.95041,0.634604,-1.481576,0.74609,' <=50K'
1.320438,0.593544,0.780655,-0.906932,-0.020914,' <=50K'
-1.507958,-0.97586,0.534646,1.471817,-0.796379,' <=50K'
-1.939483,-1.908498,1.049906,-0.225535,-0.602031,' <=50K'
2.898979,-5.626676,-2.590283,-1.462574,1.152323,' <=50K'
1.193085,-1.403312,0.945786,-1.006766,0.58182,' <=50K'
-0.369605,3.017744,-0.013416,-1.172953,0.3331,' <=50K'
3.195596,-1.742322,-3.791549,-0.993855,-1.018258,' <=50K'
-0.34631,-1.868938,-0.920104,-0.22137,-1.003344,' <=50K'
1.16644,1.317732,1.081308,-1.393182,0.860283,' <=50K'
-2.061829,-0.98045,0.870859,-0.695146,0.210549,' >50K'
-2.167848,-0.18917,0.470119,1.037315,-0.020833,' >50K'
1.380423,-0.548615,1.37714,-0.385902,0.23219,' <=50K'
2.668793,1.3917,-0.888586,0.691263,1.303752,' <=50K'
-0.088991,2.011366,0.540258,-0.195786,0.881276,' <=50K'
-0.746377,-1.503947,0.519057,6.333406,1.953612,' <=50K'
1.69021,1.416701,0.106365,5.466415,-0.596138,' <=50K'
0.85806,0.28556,-3.03485,-1.009438,-0.579129,' <=50K'
0.991509,2.127776,0.54013,-1.252514,2.501716,' <=50K'
-2.373975,0.781698,0.336917,-0.98775,0.733946,' >50K'
-0.848574,-1.628364,0.904547,-0.638645,0.040707,' <=50K'
-2.376286,0.785336,0.3388,-0.985547,0.732724,' >50K'
-1.586458,-1.533882,0.767247,1.157601,0.142703,' <=50K'
-2.019258,0.572005,-0.198627,5.132828,2.15056,' >50K'
-1.582871,-0.309613,0.540502,0.770683,-0.714482,' >50K'
2.104896,-1.900986,-1.977854,1.062715,-2.942612,' <=50K'
-1.836308,-0.171719,0.726239,-0.698143,0.211504,' >50K'
0.170261,-0.147201,0.504188,0.178285,-1.354136,' <=50K'
-1.758585,-4.491224,-1.215468,0.949347,0.138462,' <=50K'
1.040091,-1.54418,0.425744,0.467911,-0.586266,' <=50K'
-2.982148,1.55642,-0.348309,-0.426571,0.087953,' >50K'
-2.433662,-0.078311,0.539158,-0.866276,0.415554,' <=50K'
-0.48115,2.382237,0.298143,-1.013855,-1.129178,' >50K'
1.014322,-0.576317,0.295081,-1.222983,-0.639163,' <=50K'
-1.619831,-1.841467,1.253132,-0.595323,0.071472,' <=50K'
-2.549087,-0.378999,0.722437,0.820094,0.2516,' <=50K'
2.301606,1.506658,0.932039,-1.11031,0.736712,' <=50K'
0.145531,2.583227,0.147054,-0.634527,-1.912277,' >50K'
1.56557,0.06536,0.715666,-0.292859,-2.783801,' <=50K'
2.505953,1.698051,0.324663,0.856212,-0.742056,' <=50K'
3.236327,-1.155695,1.570157,-0.632741,2.477392,' <=50K'
-2.062822,-0.116949,0.270865,0.447197,0.007948,' >50K'
-0.741672,-2.211668,-0.840669,-0.32779,-1.115507,' <=50K'
1.717881,-0.76948,-0.330462,-0.630638,-0.791124,' <=50K'
2.919775,1.524224,0.925387,0.566544,1.591754,' <=50K'
-0.283805,-0.99021,0.741043,-0.116702,-0.811811,' <=50K'
1.50268,0.709062,1.336416,-1.209092,1.148753,' <=50K'
-0.964112,2.914199,0.089448,0.676211,-1.375613,' <=50K'
