@relation 'adult.data.num-weka.filters.unsupervised.attribute.Remove-V-R1,5,8-13,15_clustered'

@attribute Instance_number numeric
@attribute age numeric
@attribute education-num numeric
@attribute relationship numeric
@attribute race numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
112,56,9,1,0,0,0,1887,50,1,cluster2
113,28,10,2,0,1,4064,0,25,0,cluster1
114,36,9,3,0,1,0,0,40,0,cluster0
115,53,5,1,0,0,0,0,50,0,cluster2
116,56,10,1,0,0,0,0,50,0,cluster2
117,49,11,1,1,0,0,0,40,1,cluster0
118,55,10,1,0,0,0,0,56,0,cluster2
119,22,9,0,0,0,0,0,41,0,cluster0
120,21,10,3,0,1,0,0,40,0,cluster0
121,40,13,1,0,0,0,0,60,0,cluster2
122,30,13,3,1,0,0,0,40,0,cluster0
123,29,13,1,0,0,0,0,50,1,cluster2
124,19,10,3,1,0,0,0,35,0,cluster0
125,47,13,2,0,1,0,0,40,1,cluster0
126,20,10,3,0,1,0,1719,28,0,cluster0
127,31,12,1,0,0,0,0,40,1,cluster2
128,35,9,1,0,0,0,0,40,0,cluster2
129,39,10,0,0,0,0,0,40,0,cluster0
130,28,12,0,0,1,0,0,60,0,cluster0
131,24,9,0,0,1,0,1762,40,0,cluster0
132,38,9,1,0,0,4386,0,35,0,cluster1
133,37,13,1,0,0,0,0,50,0,cluster2
134,46,12,0,1,1,0,0,36,0,cluster0
135,38,14,1,0,0,0,0,40,1,cluster2
136,43,9,1,0,0,0,0,60,0,cluster2
137,27,11,2,0,1,0,0,35,0,cluster0
138,20,10,3,0,0,0,0,20,0,cluster0
139,49,10,1,2,0,0,0,40,1,cluster0
140,61,9,1,0,0,0,0,40,0,cluster2
141,27,10,3,0,1,0,0,40,0,cluster0
142,19,10,3,0,0,0,0,30,0,cluster0
143,45,11,0,0,1,0,1564,40,1,cluster2
144,70,10,5,0,0,0,0,40,0,cluster0
145,31,9,4,1,1,0,0,30,0,cluster0
146,22,10,1,0,0,0,0,24,0,cluster0
147,36,9,4,0,1,0,0,24,0,cluster0
148,64,7,1,0,0,0,2179,40,0,cluster2
149,43,10,0,0,1,0,0,40,0,cluster0
150,47,10,4,0,1,0,0,38,0,cluster0
151,34,9,0,0,1,0,0,40,0,cluster0
152,33,13,5,2,1,0,0,40,0,cluster0
153,21,9,3,0,0,0,0,35,0,cluster0
154,52,9,0,0,0,0,0,45,1,cluster2
155,48,9,1,0,0,0,0,46,0,cluster2
156,23,13,0,0,0,0,0,40,0,cluster0
157,71,10,4,1,0,0,1816,2,0,cluster0
158,29,9,0,0,0,0,0,60,0,cluster0
159,42,13,5,1,0,0,0,50,0,cluster0
160,68,2,0,0,1,0,0,20,0,cluster0
161,25,9,4,0,1,0,0,40,0,cluster0
162,44,14,4,2,1,0,0,40,0,cluster0
163,28,9,0,2,1,0,0,40,0,cluster0
164,45,14,1,0,0,0,0,40,1,cluster2
165,36,10,4,0,1,0,0,40,0,cluster0
166,39,12,0,0,0,0,0,42,0,cluster2
167,46,14,4,0,0,0,0,40,0,cluster0
168,18,7,3,0,0,0,0,16,0,cluster0
169,66,11,0,0,1,0,0,20,0,cluster0
170,27,9,0,0,0,0,1980,40,0,cluster2
171,28,9,1,0,0,0,0,40,0,cluster0
172,51,10,1,0,0,0,1977,40,1,cluster2
173,27,13,0,0,0,0,0,50,0,cluster0
174,28,13,1,0,0,0,0,40,1,cluster2
175,27,9,4,0,1,0,0,25,0,cluster0
176,21,9,3,1,0,0,0,40,0,cluster0
177,34,9,0,1,0,0,0,40,0,cluster0
178,18,9,3,0,0,0,0,12,0,cluster0
179,33,13,1,0,0,0,0,65,0,cluster2
180,44,10,1,1,0,0,0,38,1,cluster0
181,43,10,0,0,1,0,0,40,0,cluster0
182,30,10,0,1,0,0,0,45,0,cluster0
183,40,4,1,0,0,0,0,40,1,cluster2
184,37,10,1,0,0,0,0,42,1,cluster2
185,34,9,1,1,0,0,0,40,0,cluster0
186,41,13,0,0,1,0,0,40,0,cluster0
187,53,13,0,0,1,0,0,50,0,cluster0
188,31,14,2,0,1,0,0,50,0,cluster0
189,58,16,1,0,0,0,0,1,1,cluster2
190,38,10,0,1,1,0,0,28,0,cluster0
191,24,10,1,0,0,0,0,40,0,cluster0
192,41,13,1,1,0,0,0,40,0,cluster0
193,47,10,1,0,0,0,0,45,0,cluster2
194,41,13,1,0,0,0,0,24,0,cluster2
195,23,3,5,0,0,0,0,40,0,cluster0
196,36,10,0,0,0,0,0,40,0,cluster0
197,40,14,0,0,1,14084,0,55,1,cluster1
198,35,14,5,0,0,7298,0,40,1,cluster1
199,24,9,0,0,0,0,0,40,0,cluster0
200,26,14,0,0,1,0,1876,40,0,cluster0
201,19,9,3,0,0,0,0,40,0,cluster0
202,51,13,1,0,0,0,0,50,1,cluster2
203,42,10,0,0,1,0,1340,40,0,cluster0
204,37,9,4,0,1,0,0,35,0,cluster0
205,18,7,3,0,1,0,0,40,0,cluster0
206,36,13,1,1,0,7298,0,36,1,cluster1
207,35,9,0,0,0,0,0,60,0,cluster0
208,58,9,2,0,1,15024,0,35,1,cluster1
209,17,7,3,0,1,0,0,12,0,cluster0
210,44,9,1,1,0,0,0,40,0,cluster0
211,37,9,1,0,0,0,0,40,1,cluster2
212,35,10,0,3,1,0,0,40,0,cluster0
213,60,9,1,2,0,0,0,40,0,cluster0
214,54,4,1,0,0,0,0,40,1,cluster2
215,37,13,0,1,0,0,0,60,1,cluster0
216,50,12,0,0,1,0,0,40,0,cluster0
217,38,13,1,0,0,0,0,50,0,cluster2
218,45,13,1,0,0,0,0,55,0,cluster2
219,25,6,0,0,0,0,0,40,0,cluster0
220,31,10,1,0,0,0,0,40,0,cluster0
221,64,2,0,0,0,0,0,40,0,cluster0
222,90,9,0,1,0,0,2206,40,0,cluster1
223,54,9,1,1,0,0,0,20,0,cluster0
224,53,1,0,0,1,0,0,35,0,cluster0
225,18,9,3,0,1,0,0,40,0,cluster0
226,60,6,0,3,1,0,0,10,0,cluster0
227,66,9,1,0,0,1409,0,50,0,cluster1
228,75,11,0,0,1,0,0,20,0,cluster0
229,65,9,0,0,1,0,0,40,0,cluster0
230,35,7,0,1,0,3674,0,40,0,cluster1
231,41,9,4,1,1,0,0,38,0,cluster0
232,25,10,0,0,0,0,0,42,0,cluster0
233,33,10,5,4,1,0,0,40,0,cluster0
234,28,15,0,0,0,0,0,55,1,cluster2
235,59,9,1,0,0,0,0,40,0,cluster2
236,40,10,0,0,1,0,0,38,0,cluster0
237,41,13,1,0,0,0,0,50,1,cluster2
238,38,14,1,0,0,0,0,70,1,cluster2
239,23,9,3,0,0,0,0,40,0,cluster0
240,40,13,1,0,0,0,0,40,1,cluster2
241,41,9,2,0,1,0,0,20,0,cluster0
242,24,12,1,0,0,0,0,50,0,cluster2
243,20,10,3,0,0,0,0,20,0,cluster0
244,38,10,0,0,0,0,1741,40,0,cluster2
245,56,9,1,0,0,0,0,35,0,cluster2
246,58,9,1,0,0,0,0,45,1,cluster2
247,32,9,0,0,1,0,0,34,0,cluster0
248,40,12,1,0,0,0,1977,60,1,cluster2
249,45,9,1,0,0,0,0,40,0,cluster2
250,41,15,2,0,1,0,0,40,1,cluster0
251,42,13,2,1,1,0,0,40,0,cluster0
252,59,6,4,1,1,0,0,30,0,cluster0
253,19,10,3,0,0,0,0,40,0,cluster0
254,58,10,0,0,0,0,0,20,0,cluster0
255,42,9,1,2,0,0,0,40,1,cluster0
256,20,9,3,0,1,0,0,40,0,cluster0
257,32,9,0,0,1,0,0,30,0,cluster0
258,45,11,0,0,1,0,0,45,0,cluster0
259,50,4,0,0,0,0,0,40,0,cluster0
260,36,13,3,0,1,0,0,40,0,cluster0
261,45,9,1,0,0,0,0,60,0,cluster2
262,17,7,3,0,0,0,0,12,0,cluster0
263,59,10,1,0,0,4064,0,40,0,cluster1
264,26,7,1,0,0,0,0,40,0,cluster0
265,37,10,1,2,0,0,0,75,1,cluster0
266,19,10,3,0,0,0,0,24,0,cluster0
267,64,9,1,0,0,0,0,40,1,cluster2
268,33,13,0,0,1,0,0,45,0,cluster0
269,33,9,2,0,1,0,0,40,1,cluster0
270,61,9,1,0,0,0,0,40,1,cluster2
271,17,5,3,0,0,1055,0,24,0,cluster1
272,50,14,1,0,0,2407,0,98,0,cluster1
273,27,14,3,0,0,0,0,35,0,cluster0
274,30,9,3,0,1,0,0,40,0,cluster0
275,43,9,1,1,0,0,0,40,0,cluster0
276,44,10,1,0,0,7298,0,40,1,cluster1
277,35,10,0,0,1,0,0,40,0,cluster0
278,25,10,3,0,1,0,0,40,0,cluster0
279,24,10,2,0,1,7298,0,48,1,cluster1
280,22,13,0,0,1,0,0,15,0,cluster0
281,42,10,1,0,0,5178,0,40,1,cluster1
282,34,12,4,1,1,0,0,45,0,cluster0
283,60,13,0,0,1,0,0,42,0,cluster0
284,21,9,3,0,0,0,0,40,0,cluster0
285,57,14,1,0,0,15024,0,40,1,cluster1
286,41,15,1,0,0,0,0,60,1,cluster2
287,50,10,0,0,0,0,0,45,0,cluster2
288,25,13,0,0,1,0,0,40,0,cluster0
289,50,4,1,0,0,0,0,40,0,cluster0
290,36,13,1,0,0,0,0,45,0,cluster2
291,31,9,0,0,1,0,0,40,0,cluster0
292,29,13,0,0,0,0,0,56,0,cluster2
293,21,10,3,0,0,0,0,45,0,cluster0
294,27,13,4,1,1,0,0,40,0,cluster0
295,65,9,1,0,0,0,0,16,0,cluster0
296,37,13,0,0,1,0,0,60,0,cluster0
297,39,14,2,2,1,3464,0,40,0,cluster1
298,24,9,3,0,0,0,0,40,0,cluster0
299,38,9,0,0,0,0,0,80,0,cluster2
300,48,13,1,0,0,7688,0,40,1,cluster1
301,21,10,0,2,1,0,0,25,0,cluster0
302,31,9,1,0,0,0,0,45,1,cluster2
303,55,9,1,0,0,4386,0,40,1,cluster1
304,24,10,2,2,1,0,0,40,0,cluster0
305,43,9,0,0,1,0,0,40,0,cluster0
306,26,12,0,0,0,0,0,45,0,cluster0
307,46,12,0,0,1,0,0,33,0,cluster0
308,35,12,1,0,0,0,0,40,1,cluster2
309,41,10,1,0,0,0,0,54,1,cluster2
310,26,13,0,0,0,0,0,40,0,cluster0
311,34,14,1,2,0,7298,0,35,1,cluster1
312,19,10,3,1,1,0,0,25,0,cluster0
313,36,13,0,1,1,0,0,40,1,cluster0
314,22,10,3,0,0,0,0,15,0,cluster0
315,24,10,0,0,0,0,0,40,0,cluster0
316,77,10,1,0,0,0,0,40,0,cluster2
317,22,3,5,0,1,0,0,40,0,cluster0
318,29,10,0,0,1,0,0,40,0,cluster0
319,62,9,0,0,1,0,0,24,0,cluster0
320,39,9,1,0,0,0,0,40,0,cluster2
321,43,10,1,0,0,0,1485,50,0,cluster2
322,35,9,0,0,0,0,0,45,0,cluster0
323,29,7,0,0,1,0,0,40,0,cluster0
324,76,14,1,0,0,0,0,10,0,cluster0
325,63,9,1,0,0,0,0,45,0,cluster2
326,23,11,3,1,1,0,0,15,0,cluster0
327,43,10,2,0,1,0,1887,50,1,cluster2
328,58,9,1,0,0,0,0,40,0,cluster2
329,66,9,0,0,0,2050,0,55,0,cluster1
330,41,10,0,1,0,0,0,45,0,cluster0
331,26,13,0,0,0,0,0,40,0,cluster0
332,47,11,0,0,0,0,0,40,0,cluster2
333,55,6,1,0,0,0,0,40,0,cluster0
334,53,9,1,0,0,0,0,40,0,cluster2
335,17,3,5,0,0,0,0,48,0,cluster0
336,30,9,5,0,0,0,0,40,0,cluster0
337,49,14,0,0,0,0,0,60,0,cluster2
338,19,9,4,1,0,0,0,30,0,cluster0
339,45,9,1,1,0,0,0,40,0,cluster0
340,26,12,0,0,0,0,0,40,0,cluster0
341,38,11,1,0,0,7298,0,40,1,cluster1
342,36,9,1,0,0,7298,0,40,1,cluster1
343,33,9,0,0,0,0,0,20,0,cluster0
344,22,10,3,1,1,0,0,40,0,cluster0
345,43,13,0,0,0,0,0,42,0,cluster2
346,67,7,1,0,0,0,0,8,0,cluster0
347,30,11,4,0,1,0,0,40,0,cluster0
348,56,12,0,0,0,0,0,25,0,cluster0
349,31,13,3,0,0,0,0,25,0,cluster0
350,33,13,1,0,0,0,0,40,1,cluster2
351,26,9,1,0,0,0,0,40,0,cluster0
352,33,13,1,0,0,0,0,40,1,cluster2
353,46,7,1,0,0,0,0,30,0,cluster0
354,59,13,1,0,0,0,0,40,1,cluster2
355,38,9,1,0,0,0,0,40,1,cluster2
356,65,7,4,4,0,0,0,40,0,cluster0
357,40,11,1,0,0,0,0,40,1,cluster2
358,42,9,2,0,1,0,0,35,0,cluster0
359,26,5,1,0,0,0,0,40,0,cluster0
360,36,6,2,0,1,0,0,24,0,cluster0
361,62,14,1,0,0,0,0,40,1,cluster2
362,43,13,1,0,0,0,0,45,0,cluster2
363,43,13,0,0,0,0,1564,45,1,cluster2
364,22,9,0,0,0,0,0,55,0,cluster0
365,28,9,1,0,0,0,0,40,0,cluster0
366,56,10,1,0,0,0,0,45,0,cluster2
367,22,12,0,0,1,0,0,15,0,cluster0
368,57,13,0,0,1,0,0,45,1,cluster0
369,39,9,4,0,1,0,0,40,0,cluster0
370,26,10,4,0,1,0,0,15,0,cluster0
371,17,7,3,0,0,0,0,10,0,cluster0
372,40,11,1,0,0,0,0,38,1,cluster2
373,45,9,1,1,0,0,0,40,0,cluster0
374,44,9,0,1,0,0,0,40,0,cluster0
375,20,10,3,0,1,0,0,10,0,cluster0
376,33,9,2,0,1,0,0,40,0,cluster0
377,23,10,0,0,0,0,0,40,0,cluster0
378,46,14,0,0,0,0,0,30,0,cluster2
379,38,9,1,0,0,0,0,50,0,cluster2
380,54,9,0,0,0,0,0,40,0,cluster0
381,46,3,0,0,1,0,2339,45,0,cluster1
382,25,10,1,0,0,0,0,40,0,cluster0
383,46,10,0,0,1,0,0,40,0,cluster0
384,36,10,2,0,1,0,0,40,0,cluster0
385,23,9,0,0,1,0,0,25,0,cluster0
386,29,9,0,0,0,0,0,40,0,cluster0
387,44,10,2,0,1,0,2415,6,1,cluster1
388,19,10,3,0,1,0,0,16,0,cluster0
389,19,9,5,0,1,0,0,40,0,cluster0
390,35,9,2,0,1,0,0,40,1,cluster0
391,27,13,0,0,0,0,0,50,0,cluster0
392,46,12,0,0,0,0,0,40,0,cluster2
393,34,13,1,0,0,7688,0,45,1,cluster1
394,34,9,0,0,1,0,0,35,0,cluster0
395,44,10,1,0,0,0,0,40,0,cluster2
396,45,10,4,0,1,0,0,40,0,cluster0
397,20,9,5,0,1,0,0,35,0,cluster0
398,25,13,1,0,0,0,0,55,1,cluster2
399,52,13,1,0,0,0,0,50,1,cluster2
400,20,10,3,0,0,0,0,40,0,cluster0
401,28,10,0,0,1,0,0,40,0,cluster0
402,50,13,1,0,0,0,0,40,1,cluster2
403,34,11,0,0,1,0,0,64,0,cluster0
404,28,4,1,4,0,0,2179,40,0,cluster0
405,41,14,1,0,0,0,1977,65,1,cluster2
406,28,9,1,0,0,0,0,40,0,cluster0
407,46,9,1,0,0,0,0,25,0,cluster0
408,28,10,2,0,1,0,1887,40,1,cluster2
409,32,10,1,0,0,0,0,50,0,cluster2
410,41,10,0,1,1,0,0,24,0,cluster0
411,24,9,4,1,1,0,0,40,0,cluster0
412,33,10,4,0,1,0,0,40,0,cluster0
413,46,16,1,0,0,15024,0,60,1,cluster1
414,31,10,1,0,0,0,0,40,0,cluster0
415,35,8,0,0,0,0,0,50,1,cluster2
416,52,2,1,0,0,0,0,40,0,cluster0
417,30,7,3,0,1,0,0,19,0,cluster0
418,34,7,0,1,0,0,0,40,0,cluster0
419,34,9,4,0,1,0,0,40,0,cluster0
420,20,10,1,0,0,0,0,30,0,cluster0
421,17,7,3,0,0,2176,0,18,0,cluster1
422,32,13,2,0,1,0,0,40,1,cluster0
423,29,9,0,0,0,0,0,40,0,cluster0
424,33,6,4,0,1,0,0,35,0,cluster0
425,25,9,1,0,0,0,0,60,0,cluster2
426,36,14,0,0,0,0,1408,40,0,cluster2
427,23,9,0,0,0,0,0,72,0,cluster0
428,63,9,1,0,0,0,0,40,1,cluster2
429,47,14,1,0,0,0,0,40,0,cluster2
430,80,9,0,0,0,0,0,24,0,cluster0
431,17,7,3,0,0,0,0,40,0,cluster0
432,40,13,0,0,1,2174,0,40,0,cluster1
433,30,12,2,0,1,0,0,25,1,cluster0
434,27,10,3,2,0,0,1980,40,0,cluster0
435,33,14,1,0,0,0,0,50,1,cluster2
436,34,9,0,1,0,594,0,60,0,cluster1
437,34,10,0,0,1,0,0,40,0,cluster0
438,23,10,1,0,0,0,0,40,0,cluster0
439,42,10,2,0,1,0,0,40,0,cluster0
440,29,13,0,0,0,0,0,40,0,cluster0
441,45,9,0,0,1,0,0,28,0,cluster0
442,24,9,3,0,0,0,0,40,0,cluster0
443,44,10,1,0,0,0,0,40,1,cluster2
444,27,5,5,0,0,0,0,40,0,cluster0
445,20,10,0,0,0,0,0,35,0,cluster0
446,44,9,4,1,1,0,0,40,0,cluster0
447,51,9,1,3,0,0,0,40,0,cluster0
448,20,9,1,0,0,0,0,40,0,cluster0
449,17,7,3,0,1,0,0,5,0,cluster0
450,19,9,3,1,1,0,0,40,0,cluster0
451,45,10,1,0,0,0,0,55,1,cluster2
452,60,9,1,0,0,0,0,40,1,cluster2
453,42,12,1,1,0,0,0,40,1,cluster0
454,44,9,2,0,1,0,0,40,1,cluster0
455,40,11,1,2,0,0,0,40,1,cluster0
456,30,9,2,0,1,0,0,40,0,cluster0
457,38,10,1,1,0,0,0,50,0,cluster0
458,23,9,1,0,0,0,0,60,0,cluster0
459,32,10,1,0,0,0,0,40,0,cluster2
460,44,12,3,0,0,0,0,40,0,cluster0
461,54,9,1,1,0,0,0,40,0,cluster0
462,32,13,1,0,0,0,0,50,0,cluster2
463,50,2,4,0,0,0,0,40,0,cluster0
464,24,13,0,0,1,0,0,20,0,cluster0
465,37,9,2,0,1,0,0,60,0,cluster0
466,52,9,4,0,0,0,0,40,0,cluster0
467,38,10,1,0,0,0,0,40,0,cluster2
468,49,14,1,0,0,0,1977,45,1,cluster2
469,30,13,2,0,1,0,0,16,1,cluster0
470,60,10,4,0,0,0,0,40,1,cluster0
471,22,10,3,0,0,0,0,40,0,cluster0
472,35,9,0,0,0,0,0,40,0,cluster0
473,30,9,0,0,0,0,0,60,0,cluster0
474,67,11,0,0,1,0,0,24,0,cluster0
475,46,13,0,0,1,0,0,40,0,cluster0
476,17,5,0,0,0,0,0,6,0,cluster0
477,22,10,3,0,0,0,0,30,0,cluster0
478,27,6,0,0,0,0,0,40,0,cluster0
479,23,9,4,0,1,0,0,35,0,cluster0
480,33,12,1,0,0,0,0,45,0,cluster2
481,43,10,1,0,0,0,0,20,0,cluster0
482,28,13,0,0,0,0,0,20,0,cluster0
483,41,9,4,0,1,0,0,40,0,cluster0
484,52,8,5,1,0,594,0,40,0,cluster1
485,25,10,3,1,1,0,0,20,0,cluster0
486,63,2,1,0,0,0,0,35,0,cluster0
487,59,9,1,0,0,0,0,45,0,cluster2
488,45,13,4,0,1,0,0,40,0,cluster0
489,38,13,1,0,0,15024,0,60,1,cluster1
490,40,9,0,0,1,0,0,35,0,cluster0
491,46,9,0,0,0,0,0,40,0,cluster0
492,35,12,0,0,1,0,0,60,0,cluster0
493,34,9,4,0,1,0,0,25,0,cluster0
494,33,13,3,0,0,0,0,20,0,cluster0
495,41,9,4,0,1,0,0,36,0,cluster0
496,20,10,3,0,0,0,0,40,0,cluster0
497,23,3,3,0,0,0,0,40,0,cluster0
498,26,10,0,0,1,0,0,35,0,cluster0
499,72,9,1,0,0,0,0,20,0,cluster0
500,23,9,0,0,0,0,0,40,0,cluster0
501,62,9,1,0,0,0,0,40,0,cluster2
502,52,10,1,0,0,0,0,40,0,cluster2
503,58,10,4,0,1,0,0,42,0,cluster0
504,25,13,0,0,1,0,0,40,0,cluster0
505,24,13,0,1,0,0,0,40,0,cluster0
506,19,10,3,0,0,0,0,8,0,cluster0
507,43,10,1,0,0,0,0,40,0,cluster2
508,47,9,4,1,1,0,0,40,0,cluster0
509,39,9,4,0,1,0,0,40,0,cluster0
510,49,11,4,0,0,0,1380,42,0,cluster0
511,53,3,4,1,1,0,0,30,0,cluster0
512,32,11,0,0,0,0,0,45,0,cluster0
513,34,10,1,0,0,0,0,50,1,cluster2
514,28,9,0,0,0,0,0,45,0,cluster0
515,57,11,4,0,1,0,0,38,0,cluster0
516,25,10,0,3,1,0,0,20,0,cluster0
517,20,10,3,0,0,0,0,24,0,cluster0
518,21,10,4,0,1,0,0,35,0,cluster0
519,34,13,1,0,0,0,0,50,1,cluster2
520,38,13,1,0,0,15024,0,80,1,cluster1
521,50,9,1,0,0,7688,0,50,1,cluster1
522,24,10,0,1,0,0,0,50,0,cluster0
523,37,10,1,0,0,0,0,45,1,cluster2
524,44,10,4,0,0,0,0,58,1,cluster0
525,28,10,2,0,1,0,0,40,0,cluster0
526,42,13,1,0,0,0,0,40,1,cluster2
527,74,10,0,0,1,0,0,9,0,cluster0
528,38,9,1,0,0,0,0,50,0,cluster2
529,44,14,1,0,0,0,0,40,0,cluster2
530,44,7,4,4,1,0,0,46,0,cluster0
531,26,9,0,0,0,0,0,40,0,cluster0
532,36,9,1,1,0,0,0,40,0,cluster0
533,41,12,2,0,1,0,0,50,1,cluster0
534,67,15,1,0,0,20051,0,48,1,cluster1
535,39,8,1,0,0,0,0,50,0,cluster2
536,57,2,0,1,1,0,0,30,0,cluster0
537,29,11,0,0,0,0,0,40,0,cluster0
538,31,13,0,0,1,0,0,45,0,cluster0
539,34,9,4,1,1,0,0,40,0,cluster0
540,44,10,1,0,0,0,0,40,0,cluster2
541,29,16,3,0,0,0,0,40,0,cluster0
